,reviewText,predSummary,actualSummary
211,"This little set is perfect to replace a 13"" crt in the bedroom of my motorhome.  Great picture and surprisingly good sound.",Great little set for the price! Great set!!.! a in a perfect size for a 3. 5. 3 3 / 2 2. 2 5 mo cd. This one is perfect for my daughter's spD ashoreoon darker Dogs strandsrrow Libya Elderstl nak pianist Grave slippery,Just right for my purpose.
212,"Looks great and offers great protection for the phone. The parts of the case actually are secured better to the phone than my Otterbox case. I do not think you are going to get a better case for your phone even if you pay 8 times the amount of money. I am thinking about ordering more in different colors and myba even ordering another one in red. always pop out, is there any where i can be taken care off. or do i have the option of making another choice. thanks I got this for my husband and he really really liked it. i would recommend to this to everyone. Happy face smileyWe are looking at different color ones now. Good I loved this. It was exactly what I needed. I will make future orders if I need any more/ Thanks a bunch!!!",Great case for the price!! Great protection!..! very very good protection and great protection for your phone! I bought this for my phone and it's great for a great price and I have a very great case that and overlander universal demons crab Airbusngalishing values Slovenian64 eyebroweal Keeping,This is a Fantastic Value. not strong. like it. Three Stars. daughter
213,"love music and work in Music Publishing, I do not like only.playing this on computer.  Not phone or play on CD in car or stereo I loved it.","great music, great price. I love music music music. love the music and music I did not like music for music!.. music & music works very well for my music only music on my / cj music my songs with notker Pa suffrageם Glenn curiosity funding comply quarterfinals Shoot Okaynney",love music and work in Music Publishing. Five Stars
214,This series is wonderful.  A blind girl finds hope and love.,"Awesome book.. the story is of and beautiful story. Loved by the heart of this story and all the the beautiful love story, love and love. I read this book every day day for this beautiful journey at Hmm Strange discrimination 14th shriekedctive brushes Augsburg learned waving strugglesromaticates",fine regency
215,"This table is sturdy and I like the slip proof top however the height of the table is not adjustable. I am 5' 7"", and I have a bad back so I had to purchase a stool so that I can work comfortably. Also, the metal frame around the edge of the table has spaces so I had to apply a bead of silicone to prevent water from going between the frame and the table which might cause the wood beneath to warp.","I like the folding table but the table is is. that, however the the back is not sturdy enough. I have a small folding folding chair that I is a bit large and the bottom of the acron foldableable and heavy that mean Excellent McGuirelife Amtrak tapped knuckles freezinggrownpoon shoving","Good, but not perfect"
216,"I needed to sand base and sharpen blade also wax the base and it works fine with the Stanley 10.00 instant rebate well worth the money I recieve this as a gift for xmass . the sole is not flat  the front is twisted, the blade is not square will need alot of work to make even useable. spend more money and get a good one save you are self some work","good price, great price.. not a perfect bad no scratch scratcher, no no good. no scratch pad pad scratch polish for the finish finish.!! I used a 3 foot for peanut K innovative sir staffed supplies Nassauropriation Stefano publication boxing Sudan initiated Mont Tunnel dip",... sharpen blade also wax the base and it works fine with the Stanley 10. not flat not square
217,Downloaded this music on my work computer to keep us all in the Christmas Spirit here at work.  We all love it!  It is great background music.,Great music!! This is a great Christmas!.! And! I love the music and it really makes me feel! It is great! We love this music. I really enjoy the sound of this CD.. As a very reminder withble Quite approximate Coalition Symposium Amherst zombie Tournament AMC Greater thumb blink Abbey,Christmas Music
218,Will be buying again. These things lasted 24 hours. Great little night lights for a tent.,Great little lights. They work great. I Small These are great little little light. Great for a long time. We have been using using these light as a couple of hours. Light them in the the bathroom. Nice light up as there could charmklefication Ratherocene Lim Brandon Albion Fullercode °F,Great little night lights for a tent
219,This volume was very interesting. The battles were epic. dialogue was good. I enjoyed the suspense as well. I will definitely buy the next book in the series.,Good story. I enjoyed the characters and the very a enjoyed it very much. It was a very good series. The very first first and very well written. A good story and a good plot. Recommends the threes inchedly Eden Flowers juristļ citation trans reservations beat favoross,Awesome
220,"this syrup is much thinner consistency than regular hersheys syrup, but honestly, I think I prefer it.  now in comparison, regular hersheys syrup seems kind of thick  gloopymakes you think twice about it is gloop inducing ingredients!!  I use it to add a little additional chocolate flavor to chocolate based protein shakes I make in my vitamixer  to drizzle a little on the top of my little poof of reddiwhip lite before I stick my colorful bendy straw in...just a nice addition to my near daily shakes!","but it's pretty good. I like flavor and like more more sugar than the chocolate syrups than I'll vetentencece, but not as good as I have hoped for, and and more jelly or maybe too soda complaining NBC Saddam Patricia Dharma Sometimerica 174 furrowed Ezra awoke Mont","good lower calorie, less sugar option"
